Waypoints
Date,Name,Latitude,Longitude,Altitude (m),Notes
2023-09-15 09:25:30.71,15 Sep 2023 at 5:25 pm,14.634686,121.074877,53.9300201786682,"Horizontal Accuracy: ± 8 m
Vertical Accuracy: ± 3 m"
2023-09-15 09:26:05.58,15 Sep 2023 at 5:26 pm,14.634686,121.074835,55.33390252478421,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-09-15 09:26:58.69,15 Sep 2023 at 5:26 pm,14.634793,121.076148,56.77485846541822,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-09-15 09:28:47.05,15 Sep 2023 at 5:28 pm,14.637662,121.076383,58.48841483239084,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-09-15 09:29:39.50,15 Sep 2023 at 5:29 pm,14.637848,121.074969,58.03741451445967,"Horizontal Accuracy: ± 5 m
Vertical Accuracy: ± 3 m"
2023-09-15 09:31:53.54,15 Sep 2023 at 5:31 pm,14.640952,121.076248,61.27716573234648,"Horizontal Accuracy: ± 19 m
Vertical Accuracy: ± 3 m"

Track
Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio,Heart Rate (bpm)
2023-09-15 09:19:22.99,2023-09-15 17:19:22.99,673.0163669586182,14.637463,121.077927,4.737855803504289,60.89133793022484,3.373019332584616,1757.171208177248,7.190288912779074,7.068444350089535,216.4584967618711,212.1373291015625,214.84375,10,-146.6663212821819,0
2023-09-15 09:19:23.99,2023-09-15 17:19:23.99,674.0163729190826,14.637410,121.077891,4.738457978668007,61.03064961358905,3.372173337357726,1764.216333464876,7.129015002816825,7.382517621487176,215.8615958506352,212.1373291015625,214.84375,10,-178.1889769060415,0
2023-09-15 09:19:24.99,2023-09-15 17:19:24.99,675.0163749456406,14.637357,121.077850,4.738154082423653,60.68465550150722,3.372600320820851,1771.537847969042,7.119480845624896,7.382517621487176,216.4397279228677,212.1373291015625,214.84375,10,-266.0466455360533,0
2023-09-15 09:19:25.99,2023-09-15 17:19:25.99,676.0167299509048,14.637299,121.077808,4.7376630414989,60.6518244696781,3.373290076172553,1779.416115318791,7.198181067106984,7.185049251280195,216.2367529454106,212.1373291015625,214.84375,10,-405.2473973259986,0
2023-09-15 09:19:26.99,2023-09-15 17:19:26.99,677.0157469511032,14.637246,121.077769,4.737803866437144,60.42524405475706,3.373092283938002,1786.588692364278,6.838363760825326,7.185049251280195,216.4444110092278,212.1373291015625,214.84375,10,-411.433044318982,0
2023-09-15 09:19:27.99,2023-09-15 17:19:27.99,678.0167859792709,14.637198,121.077735,4.7371145059485,60.5043367613107,3.374060341831654,1793.076356300533,6.364601907653124,7.093543965840808,216.5633030528062,210.9593353271484,213.6657562255859,10,-279.4426225167758,0
2023-09-15 09:19:28.99,2023-09-15 17:19:28.99,679.0251059532166,14.637155,121.077706,4.737921855349209,60.56249936763197,3.372926552030616,1798.708139343791,5.610255790234005,7.093543965840808,215.9019203132382,210.9593353271484,213.6657562255859,10,-274.9339435295253,0
2023-09-15 09:19:29.99,2023-09-15 17:19:29.99,680.0247539281845,14.637123,121.077680,4.738080747115073,60.40266777388752,3.372703346961648,1803.327292808379,4.87162328707769,5.72771200591656,216.6712743719228,211.9858093261719,214.6922302246094,10,-274.6992277479279,0
2023-09-15 09:19:30.99,2023-09-15 17:19:30.99,681.0208879709244,14.637085,121.077655,4.73869181513222,60.28799470327795,3.37184473456115,1808.311903677279,4.498302118293575,5.72771200591656,216.5050133570371,213.0264739990234,215.7328948974609,10,-232.5895815474651,0
2023-09-15 09:19:31.99,2023-09-15 17:19:31.99,682.0236419439316,14.637056,121.077630,4.738545592465139,60.10711368918419,3.372050222182055,1812.511131659136,4.150872693474553,4.694847594530851,217.2863412812277,214.0826721191406,216.7890930175781,10,-152.665059376462,0
2023-09-15 09:19:32.99,2023-09-15 17:19:32.99,683.0243099927902,14.637019,121.077606,4.738418305953839,60.10329857096076,3.372229083349824,1817.348383052458,4.156851682788658,4.694847594530851,216.5945524781487,215.1038665771484,217.8102874755859,10,-92.23807254627357,0
2023-09-15 09:19:33.99,2023-09-15 17:19:33.99,684.0233509540558,14.636986,121.077582,4.739215028595062,60.10814140364528,3.37110930489172,1821.824577142514,4.15930624779043,4.415132818851971,216.6596388579104,215.1038665771484,217.8102874755859,10,-70.91470759958931,0
2023-09-15 09:19:34.99,2023-09-15 17:19:34.99,685.0252829790115,14.636950,121.077556,4.738806615127997,59.97730605117977,3.371683392195651,1826.70823359776,4.559742999728017,4.415132818851971,217.035227491878,216.1335754394531,218.8399963378906,10,-64.16925288125525,0
2023-09-15 09:19:35.99,2023-09-15 17:19:35.99,686.0191940069199,14.636917,121.077528,4.737996044493035,60.09363616257906,3.372822336731835,1831.427708112891,4.384412161268604,4.482835286950311,218.1805786842693,215.0424652099609,217.7488861083984,10,-66.70886771709192,0
2023-09-15 09:19:36.99,2023-09-15 17:19:36.99,687.0216529369354,14.636888,121.077503,4.737516764296707,60.02593362238258,3.373495507748084,1835.625011657664,3.980261180461289,4.482835286950311,219.0581931215866,213.9895935058594,216.6960144042969,10,-72.83198218749969,0
2023-09-15 09:19:37.99,2023-09-15 17:19:37.99,688.0218739509583,14.636858,121.077487,4.7366948393583,60.57325624022633,3.374649467957418,1839.344810603236,3.342117053997306,4.154017133642618,216.7062158405272,213.9895935058594,216.6960144042969,10,-80.66451992282495,0
2023-09-15 09:19:38.99,2023-09-15 17:19:38.99,689.0215619802475,14.636828,121.077465,4.736254253809511,60.47171107307076,3.375267793236583,1843.361272042858,3.494758238549491,4.154017133642618,216.22987021837,212.9886016845703,215.6950225830078,10,-111.1436219708279,0
2023-09-15 09:19:39.99,2023-09-15 17:19:39.99,690.0215359926224,14.636795,121.077441,4.736021497022072,60.50103754922748,3.375594379147715,1847.871990351424,3.70485980093628,4.154017133642618,216.2519714540986,211.962158203125,214.6685791015625,10,-138.1146225243237,0
2023-09-15 09:19:40.99,2023-09-15 17:19:40.99,691.017471909523,14.636763,121.077421,4.73555030556401,60.46624432876706,3.376255371896719,1852.004548342892,3.432804251109125,3.782019193844054,215.535791047628,210.8556976318359,213.5621185302734,10,-205.3153493853377,0
2023-09-15 09:19:41.99,2023-09-15 17:19:41.99,692.0207399129868,14.636738,121.077404,4.73529935239934,60.48145558126271,3.376607332213094,1855.332171697901,3.086177031691519,3.782019193844054,215.0206475651179,205.6148376464844,208.3212585449219,10,-222.1983601452261,0
2023-09-15 09:19:42.99,2023-09-15 17:19:42.99,693.0195819139481,14.636716,121.077391,4.734419149063019,60.20256315544248,3.377841374868606,1858.142281356291,2.599257571710008,3.782019193844054,213.1250372352359,195.6015625,198.3079833984375,10,-623.6618307125123,0
2023-09-15 09:19:43.99,2023-09-15 17:19:43.99,694.0195809602737,14.636694,121.077385,4.734151329967749,60.25075567979366,3.378216721549024,1860.670673784174,2.347019090300992,3.782019193844054,207.0566018012327,182.9504089355469,185.6568298339844,10,-431.1514729482716,0
2023-09-15 09:19:44.99,2023-09-15 17:19:44.99,695.0202800035477,14.636667,121.077385,4.732845477542252,60.30281980987638,3.380045963962131,1863.637255292912,2.27997522685496,3.782019193844054,195.1538311328365,164.1396942138672,166.8461151123047,10,-324.6510230144007,0
2023-09-15 09:19:45.99,2023-09-15 17:19:45.99,696.0159949064255,14.636649,121.077391,4.730554721850485,59.97036553919315,3.383251255281955,1865.780352627981,2.06361817265362,2.599682638359108,181.5955591657695,145.9412841796875,148.647705078125,10,-241.6789225251847,0
2023-09-15 09:19:46.99,2023-09-15 17:19:46.99,697.0186729431152,14.636632,121.077402,4.729231637465008,59.70616328530014,3.385100464090966,1868.027681806332,1.985350512112258,2.599682638359108,165.7753108823351,125.5244674682617,128.2308807373047,10,-228.3939882163295,0
2023-09-15 09:19:47.99,2023-09-15 17:19:47.99,698.0197509527206,14.636619,121.077421,4.72835673950882,59.88925473205745,3.38632242657582,1870.505478639114,1.765894949288326,2.599682638359108,145.8865321559552,110.9651565551758,113.6715698242188,10,-194.8508334930645,0
