Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio,Heart Rate (bpm)
22:28.0,22:28.0,0,14.637942,121.075005,6.85396518,55.6365155,6.918429439,0,2.140462637,2.708593279,271.6902974,286.6825562,289.3886719,12.07031345,-33.47329314,0
22:29.0,22:29.0,0,14.637936,121.074995,6.952069791,55.55457333,6.927345519,0,1.373800635,2.708593279,271.946897,275.0603638,277.7664795,12.06625843,-30.62042385,0
22:30.0,22:30.0,1.025377989,14.637932,121.074979,6.994146889,55.48467248,6.91462678,1.815961727,1.373800635,2.708593279,271.9243873,252.0882568,254.7943726,12.06293201,-29.0453706,0
22:31.0,22:31.0,2.025769949,14.637933,121.074961,7.112478013,55.50025386,6.909543489,3.789888707,0.897999227,2.708593279,273.5289787,238.4550629,241.1611786,12.05368996,-27.6884682,0
22:32.0,22:32.0,3.025751948,14.637933,121.074947,7.208069513,55.48248073,6.91167169,5.264505907,0.820038557,2.708593279,275.185204,184.220932,186.9270477,12.05995274,-26.94507785,0
22:33.0,22:33.0,4.026783943,14.637937,121.074942,7.434978476,55.48071496,6.917970092,5.959995774,0.626298189,1.7070895,275.1852045,268.0288086,270.7349243,12.06906605,-25.89836813,0
22:34.0,22:34.0,5.025599003,14.637938,121.074945,7.602222805,55.45663039,6.937599604,6.381285149,0.184295714,1.7070895,-1,292.5898438,295.2959595,12.07384777,-24.62235548,0
22:35.0,22:35.0,6.025256991,14.637939,121.074945,7.576780878,55.47643644,6.73447951,6.468748788,0.192422405,1.7070895,-1,285.0156555,287.7217712,12.08460999,-22.27378747,0
22:36.0,22:36.0,7.02423203,14.63794,121.074941,7.681091094,55.45831442,6.757403973,6.922727901,0.082907923,1.7070895,-1,296.0773315,298.7834473,12.09285831,-21.66071511,0
22:37.0,22:37.0,8.024742961,14.637941,121.074939,7.742748887,55.44672138,6.774771041,7.133417352,0.113494232,1.7070895,-1,287.5482178,290.2543335,12.10159779,-21.5746326,0
22:38.0,22:38.0,9.024664998,14.637941,121.074935,7.635997857,55.44713337,6.761999401,7.635317264,0.065792538,0.263678542,-1,284.0453491,286.7514648,12.10853004,-21.6646217,0
22:39.0,22:39.0,10.02505803,14.63794,121.074935,7.67480094,55.45927683,6.779062288,7.809306998,0.008362994,0.263678542,-1,273.9492798,276.6553955,12.11345673,-20.07228186,0
22:40.0,22:40.0,11.02527702,14.637934,121.07493,7.488186992,55.45218422,6.779478366,8.660760237,0.284465611,0.263678542,275.1852053,288.8554382,291.561554,12.11266518,-20.52453314,0
22:41.0,22:41.0,12.02422702,14.637929,121.074925,7.345531769,55.4523458,6.750692587,9.417982073,0.200636178,0.263678542,-1,285.4849243,288.19104,12.11375427,-22.36677346,0
22:42.0,22:42.0,13.02514803,14.63793,121.074913,7.40565628,55.43983866,6.788134363,10.67098068,0.284465611,0.263678542,274.8868223,268.7819214,271.4880371,12.10616016,-26.17580588,0
22:43.0,22:43.0,14.02672195,14.637932,121.074914,7.449345923,55.41843526,6.827545609,10.85974731,0.23456791,0.729280095,-1,250.7533875,253.4595032,12.10804939,-28.19412132,0
22:44.0,22:44.0,15.02610099,14.637927,121.074904,8.027956791,55.4206625,6.953450458,12.06659932,0.709016085,0.729280095,270.2511911,253.7849426,256.4910583,12.07015038,-37.50027862,0
22:45.0,22:45.0,16.02533996,14.637923,121.074899,8.196911181,55.42627268,6.877171446,12.73133251,0.709302187,0.729280095,266.1550006,237.6221771,240.3282928,12.0214529,-47.24145884,0
22:46.0,22:46.0,17.02648497,14.637922,121.074889,7.973721188,55.42601002,6.808768015,13.85690241,0.709302187,0.729280095,263.187345,236.388443,239.0945587,11.98606968,-73.5909198,0
22:47.0,22:47.0,18.02649999,14.637921,121.074881,7.993746628,55.42252802,6.812436307,14.75313653,0.781006455,0.729280095,260.9104015,226.7583771,229.4644928,11.96181011,-106.7920318,0
22:48.0,22:48.0,19.02508903,14.637919,121.074869,7.959450805,55.4183333,6.828968494,15.99895592,0.930823028,0.931682988,249.7007193,224.3128967,227.0190125,11.93526459,-156.3730691,0
22:49.0,22:49.0,20.02634704,14.637894,121.074862,7.721771296,55.402858,6.811708865,18.93576734,1.074611068,0.931682988,241.6322843,236.6078796,239.3139954,11.914855,-191.5952422,0
22:50.0,22:50.0,21.02652705,14.637885,121.074853,7.927927964,55.37490931,6.837897314,20.3410291,1.123067737,0.931682988,236.4597693,243.8661194,246.5722351,11.89919949,-236.3159884,0
22:51.0,22:51.0,22.02654803,14.637882,121.074838,8.065503007,55.34600538,6.776965185,21.91516998,1.123067737,0.931682988,238.9831214,263.1196899,265.8258057,11.88553333,-206.6201922,0
22:52.0,22:52.0,23.026402,14.637885,121.074831,7.895452976,55.30188327,6.748128464,22.73340496,1.123067737,0.931682988,241.3341979,276.3610229,279.0671387,11.87862968,-174.882165,0
22:53.0,22:53.0,24.02528298,14.637894,121.074821,7.783260383,55.264848,6.73187447,24.21406005,0.750284433,1.559202525,244.6637163,270.6295776,273.3356934,11.87806129,-138.6668435,0
22:54.0,22:54.0,25.02670503,14.637907,121.07481,7.818581969,55.25526393,6.771709674,26.08792399,0.653143048,1.559202525,250.4581589,305.9951172,308.7012329,11.87300873,-124.78788,0
22:55.0,22:55.0,26.02676594,14.637937,121.074799,7.763533086,55.24254119,6.789090897,29.62161372,0.740974426,1.559202525,257.0176334,319.0567932,321.7629089,11.87133312,-118.3924945,0
22:56.0,22:56.0,27.029194,14.637966,121.074787,8.132344278,55.23845243,6.939852474,33.12928028,0.740974426,1.559202525,289.3961264,335.0636292,337.7697449,11.87835693,-119.3639282,0
22:57.0,22:57.0,28.02681196,14.638083,121.074649,27.3676593,55.50315245,1.259795867,52.83444993,4.284624066,1.559202525,335.2486578,2.206072807,4.912190914,11.8735981,-201.5625031,0
22:58.0,22:58.0,29.02710605,14.638131,121.074677,19.38789259,56.26333615,1.220525916,58.89377529,3.981622863,4.667050023,354.3373088,3.792149544,6.498267651,11.86958885,-400.0361999,0
22:59.0,22:59.0,30.02679598,14.638143,121.074607,15.35146887,55.75832496,1.181424826,66.55361545,3.59567308,6.228932502,349.5579717,2.617040157,5.323158264,11.86550999,235.4256503,0
23:00.0,23:00.0,31.02731395,14.638164,121.074545,12.72746654,55.76980814,1.197483477,73.64720699,3.65629733,6.228932502,353.794063,0.461813927,3.167932034,11.8634882,146.6818978,0
23:01.0,23:01.0,32.02695096,14.638202,121.074524,11.20904594,55.25861478,1.193468887,78.39757567,3.625553653,5.439635751,354.3753594,356.8282776,359.5343933,11.87435818,126.8738427,0
23:02.0,23:02.0,33.02801704,14.638247,121.074566,10.274136,55.58825128,1.187344646,85.05554759,3.664881884,5.439635751,358.9833962,357.8000488,0.50615865,11.88438702,410.4829481,0
23:03.0,23:03.0,34.02820301,14.638277,121.074576,9.685472537,55.33100674,1.183211104,88.52669084,3.392540929,4.67668115,357.1663767,0.160115957,2.866234064,11.89522266,636.4622902,0
23:04.0,23:04.0,35.02751505,14.638301,121.07459,9.220913419,55.51654875,1.176799704,91.64376044,3.073563994,4.67668115,356.8232137,359.1527405,1.858858466,11.90562057,-2450.871297,0
23:05.0,23:05.0,36.02716601,14.63833,121.074604,8.893871704,55.43775213,1.171579924,95.17162878,2.923358622,3.137618379,357.3553437,358.1117249,0.817836642,11.90781689,1168.695804,0
23:06.0,23:06.0,37.02759898,14.638349,121.074612,8.504365128,55.94177089,1.168861848,97.4191759,2.322207104,3.137618379,355.3200816,352.2930298,354.9991455,11.91887474,2539.172521,0
23:07.0,23:07.0,38.02734494,14.638361,121.07461,7.765201774,55.10698399,1.163816869,98.72161514,1.658851511,3.137618379,354.8557528,348.7609863,351.4671021,11.90638542,295.1766158,0
23:08.0,23:08.0,39.02779496,14.638374,121.074614,7.159194074,55.41194218,1.159830029,100.2093277,1.196175723,2.445744326,355.6191503,349.8053284,352.5114441,11.89847279,491.6570097,0
23:09.0,23:09.0,40.03266501,14.638383,121.074605,6.665264988,55.32781743,1.155641724,101.6354026,0.89153394,2.445744326,354.3292223,350.9718933,353.678009,11.89215565,413.6109753,0
23:10.0,23:10.0,41.024225,14.638389,121.074615,6.356881097,55.64495842,1.248759679,103.0081568,0.565955326,2.445744326,354.2353352,350.9718933,353.678009,11.89215565,8895.915706,0
23:11.0,23:11.0,42.02865303,14.638399,121.074606,5.971586623,55.59603778,1.636607957,104.4508569,0.726823268,2.445744326,357.3302801,350.9718933,353.678009,11.89215565,343.9588502,0
23:12.0,23:12.0,43.02765906,14.638403,121.074615,5.780573293,55.52054841,1.841397062,105.4320319,0.417556735,2.445744326,3.460788394,353.0595398,355.7656555,11.87236214,189.5280688,0
23:13.0,23:13.0,44.02516198,14.638412,121.074617,5.626441872,55.45762343,1.986834846,106.4542197,0.377898648,0.837881702,4.092171406,352.0227356,354.7288513,11.86345482,183.5369182,0
23:14.0,23:14.0,45.03066301,14.638421,121.074615,5.530251751,55.61550149,2.087251727,107.4989396,0.484331344,0.837881702,4.092170943,352.0227356,354.7288513,11.86345482,-285.1799763,0
23:15.0,23:15.0,46.030846,14.638429,121.074637,5.245791514,55.64271591,2.511216523,109.9817798,0.197003268,0.837881702,4.092178407,352.0227356,354.7288513,11.86345482,-117.0647718,0
23:16.0,23:16.0,47.03066504,14.638432,121.074641,5.184324235,55.47962344,2.635776785,110.5588775,0.136243395,0.837881702,4.092179927,351.007019,353.7131348,11.83983421,-89.70003375,0
23:17.0,23:17.0,48.03139699,14.638431,121.074641,5.14742646,55.7641503,2.707127235,110.6372837,0,0.837881702,4.092179755,352.1316223,354.837738,11.82194519,-1569.205906,0
23:18.0,23:18.0,49.02519298,14.638432,121.074638,5.156354729,55.64316154,2.69008233,110.9539579,0.095148077,0.868682258,4.092178739,352.1788635,354.8849792,11.81613636,249.362288,0
23:19.0,23:19.0,50.02517498,14.638431,121.074637,5.123100894,55.58373057,2.752884717,111.0584223,0,0.868682258,4.092178428,352.1788635,354.8849792,11.81613636,82.14224748,0
23:20.0,23:20.0,51.02509499,14.638431,121.074637,5.106903637,55.58373057,2.782817326,111.0584223,0,0.868682258,4.092178428,352.1788635,354.8849792,11.81613636,85.83811498,0
23:21.0,23:21.0,52.02508104,14.638431,121.074637,5.077472047,55.58373057,2.836161957,111.0584223,0,0.868682258,4.092178428,353.1829224,355.8890381,11.79805756,77.89180809,0
23:22.0,23:22.0,53.02515495,14.638431,121.074637,5.060862397,55.58373057,2.865695174,111.0584223,0,0.868682258,4.092178428,354.2416687,356.9477844,11.79793262,-255.4555939,0
23:23.0,23:23.0,54.02516699,14.638431,121.074637,5.06525002,55.58373057,2.857932691,111.0584223,0,0,4.092178428,354.2416687,356.9477844,11.79793262,122.9662429,0
23:24.0,23:24.0,55.02400398,14.638431,121.074637,5.059975837,55.58373057,2.867260289,111.0584223,0,0,4.092178428,353.2064209,355.9125366,11.79155636,97.31352506,0
23:25.0,23:25.0,56.02505195,14.638431,121.074637,5.057651236,55.58373057,2.871358739,111.0584223,0,0,4.092178428,353.2064209,355.9125366,11.79155636,26.7022464,0
23:26.0,23:26.0,57.02502704,14.638431,121.074637,5.061079771,55.58373057,2.865311255,111.0584223,0,0,4.092178428,352.1808777,354.8869934,11.78947544,54.0903667,0
23:27.0,23:27.0,58.025069,14.638441,121.074658,5.075172657,55.79251505,2.840274553,113.5324475,0.027285843,0,4.092185643,354.29245,356.9985657,11.79010773,133.246528,0
23:28.0,23:28.0,59.02783,14.638441,121.074659,5.067277062,55.74664317,2.854337087,113.6175531,0.020679155,0.313801604,4.092185855,354.29245,356.9985657,11.79010773,108.299294,0
23:29.0,23:29.0,60.028952,14.638442,121.074653,5.089706869,55.88373547,2.814146589,114.2035426,0.079786712,0.313801604,4.09218399,355.3183594,358.0244751,11.80333996,36.65859768,0
23:30.0,23:30.0,61.02412498,14.638443,121.074655,5.100451991,55.80364889,2.794624577,114.3863264,0.059341936,0.313801604,4.092184469,357.0202332,359.7263489,11.81265163,15.935016,0
23:31.0,23:31.0,62.02505195,14.638443,121.074655,5.085058274,55.71690538,2.822537755,114.4370963,0.028764943,0.313801604,4.092184601,343.664917,346.3710327,11.80878639,16.2000445,0
23:32.0,23:32.0,63.02422202,14.638446,121.074655,5.092741221,55.7674314,2.808651614,114.7018775,0.087502325,0.313801604,4.092184422,337.9145813,340.620697,11.81006527,18.29664878,0
23:33.0,23:33.0,64.024266,14.638448,121.074668,5.072313385,55.77737719,2.845377647,116.1886143,0.104222032,0.019780645,4.092189126,350.0207214,352.7268372,11.81587696,39.11363736,0
23:34.0,23:34.0,65.02409101,14.63845,121.074684,5.047868022,55.81046219,2.888523059,117.8983788,0.133251886,0.019780645,4.092194568,356.5110474,359.2171631,11.81454372,54.75196568,0
23:35.0,23:35.0,66.02883506,14.63845,121.074685,5.040152878,55.73495426,2.901964162,118.0290259,0.080034402,0.019780645,4.092194916,357.5564575,0.262574047,11.80022812,57.41401001,0
23:36.0,23:36.0,67.02912796,14.638448,121.074687,5.059809176,55.74298199,2.867554382,118.3458703,0,0.019780645,4.09219571,357.5564575,0.262574047,11.80022812,42.68563743,0
23:37.0,23:37.0,68.02426696,14.638448,121.074687,5.047079914,55.74298199,2.88989989,118.3458703,0,0.019780645,4.09219571,358.5628357,1.268963218,11.78934002,40.69633303,0
23:38.0,23:38.0,69.02430499,14.638448,121.074687,5.050944223,55.74298199,2.883140559,118.3458703,0,0.300967251,4.09219571,0.637202978,3.343321085,11.78945923,46.54270627,0
23:39.0,23:39.0,70.02436495,14.638442,121.074694,5.029751001,55.55955799,2.919955804,119.3234214,0.077740338,0.300967251,4.092198058,0.637202978,3.343321085,11.78945923,51.89906111,0
23:40.0,23:40.0,71.02438295,14.638441,121.074694,5.020578204,55.56336032,2.935699496,119.3620325,0,0.300967251,4.092198052,0.637202978,3.343321085,11.78945923,84.63564386,0
23:41.0,23:41.0,72.02462804,14.638441,121.074694,5.018382982,55.56336032,2.939450507,119.3620325,0,0.300967251,4.092198052,324.553833,327.2599487,11.7861681,217.1662335,0
23:42.0,23:42.0,73.03031802,14.638435,121.074702,5.023989831,55.6931537,2.9298572,120.4439558,0.092436154,0.300967251,4.092200876,324.7287598,327.4348755,11.80355835,-319.4197725,0
23:43.0,23:43.0,74.02785695,14.638429,121.074708,5.041105667,55.6020583,2.900308722,121.3697737,0.037724243,0.197858741,4.092203003,272.045105,274.7512207,11.82055664,-165.9982352,0
23:44.0,23:44.0,75.028512,14.638426,121.074713,5.016315101,55.4898295,2.942978057,122.018791,0.118342826,0.197858741,4.092204765,301.8786926,304.5848083,11.82667446,-88.70330546,0
23:45.0,23:45.0,76.02459002,14.638429,121.074719,4.958259476,55.84810194,3.039769728,122.7112062,0.443932978,0.197858741,4.09220682,273.7827148,276.4888306,11.83008099,-39.15427356,0
23:46.0,23:46.0,77.02891195,14.638426,121.074724,4.92337261,55.72463084,3.095955293,123.3876954,0.173188495,0.197858741,5.693349073,304.2294922,306.9356079,11.84070587,-54.35170734,0
23:47.0,23:47.0,78.03043902,14.638424,121.074735,4.903569883,55.5856039,3.127225517,124.5917528,0.151688312,0.197858741,5.693354476,276.8166504,279.5227661,11.85153008,-86.82248148,0
23:48.0,23:48.0,79.02865398,14.638425,121.074738,4.884431341,55.66278463,3.157034606,124.8867561,0.124302725,0.713092476,5.693355652,236.6873779,239.3934937,11.8587265,-201.2698102,0
23:49.0,23:49.0,80.03108299,14.638423,121.074738,4.888682846,55.70907861,3.150447121,125.0625938,0.078289774,0.713092476,5.693355714,239.7628479,242.4689636,11.85857487,-74.44768885,0
23:50.0,23:50.0,81.02483499,14.638424,121.074741,4.87723164,55.67427392,3.168145918,125.4631582,0.171485415,0.713092476,5.69335748,268.688324,271.3944397,11.86381912,-56.06383435,0
23:51.0,23:51.0,82.02958405,14.638422,121.074744,4.866967032,55.69890643,3.183892106,125.8371018,0.151349221,0.713092476,5.693358979,298.7344666,301.4405823,11.87367344,-81.23321104,0
23:52.0,23:52.0,83.02494299,14.638422,121.074754,4.859536133,55.75936383,3.195222309,126.8888584,0.083735898,0.713092476,5.693363726,290.2596436,292.9657593,11.87665176,-124.3282605,0
23:53.0,23:53.0,84.02909994,14.638421,121.074759,4.860691179,55.81091548,3.193464936,127.4350957,0.045287012,0.351101348,5.693366147,299.5532532,302.2593689,11.87865353,-308.548359,0
23:54.0,23:54.0,85.03127098,14.638423,121.074756,4.857283352,55.89591427,3.198645882,127.8000389,0.069323459,0.351101348,5.693364806,305.577179,308.2832947,11.87530708,631.9583288,0
23:55.0,23:55.0,86.02454102,14.638427,121.074755,4.862588104,55.86316695,3.190575805,128.2850178,0.249184552,0.351101348,5.693364121,326.2932739,328.9993896,11.8751049,63.63385454,0
23:56.0,23:56.0,87.02515399,14.638426,121.07476,4.864690989,55.9920956,3.187368603,128.7902193,0.127572547,0.351101348,5.693366357,350.3056641,353.0117798,11.88516808,40.17143186,0
23:57.0,23:57.0,88.02500796,14.638426,121.074762,4.87403551,56.1906075,3.173060806,129.054858,0.107446465,0.351101348,5.693367555,341.9679565,344.6740723,11.88774586,24.25838181,0
23:58.0,23:58.0,89.02513397,14.638427,121.074759,4.885966716,55.99376281,3.154657871,129.4324168,0.26276419,0.305224389,5.693365855,20.47296906,23.17908669,11.90007305,19.72921207,0
23:59.0,23:59.0,90.03093302,14.638423,121.074759,4.894876286,56.36340634,3.140815686,129.8701153,0.091044443,0.305224389,5.693366255,46.27289963,48.97901917,11.89344597,17.8724391,0
24:00.0,24:00.0,91.02888501,14.638426,121.074757,4.879453526,56.13692817,3.164722788,130.3022547,0.237044449,0.305224389,5.693365164,12.82084846,15.52696705,11.8941431,12.91920992,0
24:01.0,24:01.0,92.02412403,14.638425,121.074754,4.863145785,56.15874113,3.18972571,130.6211195,0.060668138,0.305224389,5.693363797,10.2250061,12.93112469,11.90058613,13.96317262,0
24:02.0,24:02.0,93.02503705,14.638424,121.074754,4.851431324,56.16066835,3.207514793,130.7222624,0.041875165,0.305224389,5.693363752,26.58471489,29.29083252,11.8911581,11.51980906,0
24:03.0,24:03.0,94.02476704,14.638429,121.074755,4.849947073,55.95710817,3.209758623,131.2344672,0.163806864,0.179015138,5.693364189,349.682251,352.3883667,11.87966442,14.67112434,0
24:04.0,24:04.0,95.02490199,14.638437,121.074752,4.876347894,55.97244639,3.169505995,132.1561457,0.48351708,0.179015138,5.693362377,340.2715759,342.9776917,11.8622961,16.32580265,0
24:05.0,24:05.0,96.02497804,14.638435,121.074746,4.897005626,56.05788746,3.13749469,132.849245,0.320964097,0.179015138,0.860986505,350.0396423,352.7457581,11.85612297,19.56137499,0
24:06.0,24:06.0,97.02506804,14.638438,121.074752,4.899238567,55.7708335,3.134006779,133.6190278,0.324997441,0.179015138,0.860989238,350.0396423,352.7457581,11.85612297,24.80150565,0
24:07.0,24:07.0,98.02450299,14.638438,121.074752,4.896353446,55.95346854,3.138512382,133.7235486,0,0.179015138,0.860989249,334.961731,337.6678467,11.83471012,28.52111718,0
24:08.0,24:08.0,99.02832699,14.638439,121.074756,4.90986147,55.89987121,3.117338188,134.2170683,0.06919833,0.312501871,0.860991224,356.0078735,358.7139893,11.83327389,31.31850135,0
24:09.0,24:09.0,100.026492,14.638438,121.074757,4.94460447,55.76909108,3.061931363,134.2727062,0.009976885,0.312501871,0.860991386,354.5555115,357.2616272,11.84719467,54.70052164,0
24:10.0,24:10.0,101.0248491,14.638436,121.074754,4.9239879,55.93836666,3.094976606,134.7054566,0.067248275,0.312501871,0.86099001,332.6738281,335.3799438,11.85721588,123.2824854,0
24:11.0,24:11.0,102.0249521,14.638434,121.074758,4.940285384,56.07307052,3.068895136,135.1773838,0.043188255,0.312501871,0.86099184,335.0558472,337.7619629,11.8511343,513.2691324,0
24:12.0,24:12.0,103.024037,14.638434,121.074754,4.982105268,55.80623105,3.000527309,135.6099322,0.136646705,0.312501871,0.860990041,333.9528198,336.6589355,11.85453224,669.9914689,0
24:13.0,24:13.0,104.024964,14.638434,121.074754,4.958900739,55.79523785,3.038723498,135.6616451,0,0.082361078,0.860989971,332.888031,335.5941467,11.84717751,-81.89104521,0
24:14.0,24:14.0,105.025022,14.638434,121.074754,4.962724892,55.79523785,3.032474019,135.6616451,0,0.082361078,0.860989971,332.888031,335.5941467,11.84717751,-34.61580552,0
24:15.0,24:15.0,106.024941,14.638434,121.074754,4.974183994,55.79523785,3.01364076,135.6616451,0,0.082361078,0.860989971,332.888031,335.5941467,11.84717751,-13.96802334,0
24:16.0,24:16.0,107.024949,14.638434,121.074754,4.980080649,55.79523785,3.003886443,135.6616451,0,0.082361078,0.860989971,332.888031,335.5941467,11.84717751,-13.64290714,0
24:17.0,24:17.0,108.024945,14.638423,121.074747,5.008545596,55.66461037,2.956181328,137.0588173,0.037002489,0.082361078,0.860987029,332.4941711,335.2002869,11.85725021,-14.92871898,0
24:18.0,24:18.0,109.024942,14.638422,121.074745,5.001802721,55.71276402,2.967575874,137.2996745,0,0.012334163,0.860986085,332.4941711,335.2002869,11.85725021,-15.1472201,0
24:19.0,24:19.0,110.025033,14.63842,121.074744,5.004284571,55.7352004,2.963388763,137.5684268,0.013361282,0.012334163,0.860985617,329.4116516,332.1177673,11.87409782,-14.70854586,0
24:20.0,24:20.0,111.0249701,14.638419,121.074742,5.004742498,55.74529393,2.962615324,137.7487179,0,0.012334163,0.860984958,329.1982422,331.9043579,11.88788509,-15.03446735,0
24:21.0,24:21.0,112.02501,14.638419,121.074741,5.032284031,55.6404484,2.915588185,137.9369193,0.173178681,0.012334163,0.860984183,330.2726135,332.9787292,11.89384079,-16.31067899,0
24:22.0,24:22.0,113.024985,14.638418,121.074736,5.07478341,55.66849206,2.84096997,138.4300218,0,0.012334163,0.86098224,329.2609558,331.9670715,11.90148735,-20.75699624,0
24:23.0,24:23.0,114.025028,14.638418,121.074736,5.041709612,55.66849206,2.899258737,138.4300218,0,0.110808264,0.86098224,329.2609558,331.9670715,11.90148735,-17.36214303,0
24:24.0,24:24.0,115.025048,14.638418,121.074736,5.046756616,55.66849206,2.890464442,138.4300218,0,0.110808264,0.86098224,329.2609558,331.9670715,11.90148735,-19.28430706,0
24:25.0,24:25.0,116.025008,14.638418,121.074736,5.033053065,55.66849206,2.914260434,138.4300218,0,0.110808264,0.86098224,329.2609558,331.9670715,11.90148735,-18.11104858,0
24:26.0,24:26.0,117.024959,14.638418,121.074736,5.029907653,55.66849206,2.919685947,138.4300218,0,0.110808264,0.86098224,329.2609558,331.9670715,11.90148735,-16.21312487,0
24:27.0,24:27.0,118.02491,14.638418,121.074736,5.030451116,55.66849206,2.918749493,138.4300218,0,0.110808264,0.86098224,329.2609558,331.9670715,11.90148735,-10.9157422,0
24:28.0,24:28.0,119.024982,14.638419,121.074711,5.056049612,55.76855243,2.874178031,141.1519593,0.133806791,0,0.860970905,331.2869263,333.993042,11.94773388,-20.2796158,0
24:29.0,24:29.0,120.0249209,14.63842,121.074707,5.031487952,55.79766317,2.916961779,141.633897,0,0,0.860968903,330.2481689,332.9542847,11.95609283,-31.48798858,0
24:30.0,24:30.0,121.024876,14.638421,121.074697,5.027083187,55.9382654,2.924546403,142.6538979,0.061625763,0,0.860964669,328.0631104,330.7692261,11.96221161,-129.4868955,0
24:31.0,24:31.0,122.024894,14.638421,121.074697,5.028185646,55.82452478,2.922650533,142.7029245,0,0,0.860964464,328.0631104,330.7692261,11.96221161,177.8588086,0
24:32.0,24:32.0,123.024925,14.638421,121.074697,5.031881168,55.82452478,2.916283413,142.7029245,0,0,0.860964464,321.4178162,324.1239319,11.96805286,96.90019414,0
24:33.0,24:33.0,124.024928,14.638421,121.074697,5.048635541,55.82452478,2.887181361,142.7029245,0,0.428427815,0.860964464,321.4178162,324.1239319,11.96805286,48.79090848,0
24:34.0,24:34.0,125.024904,14.638421,121.074697,5.065063023,55.82452478,2.858264089,142.7029245,0,0.428427815,0.860964464,320.416748,323.1228638,11.98122883,51.18083807,0
24:35.0,24:35.0,126.024915,14.638421,121.074697,5.083311117,55.82452478,2.825683125,142.7029245,0,0.428427815,0.860964464,320.416748,323.1228638,11.98122883,41.17074266,0
24:36.0,24:36.0,127.024932,14.638421,121.074697,5.099482611,55.82452478,2.796393058,142.7029245,0,0.428427815,0.860964464,320.416748,323.1228638,11.98122883,51.00677695,0
24:37.0,24:37.0,128.024917,14.638421,121.074697,5.117219271,55.82452478,2.763802447,142.7029245,0,0.428427815,0.860964464,319.3995361,322.1056519,11.99870396,36.35155612,0
24:38.0,24:38.0,129.024954,14.638421,121.074697,5.15567995,55.82452478,2.691375352,142.7029245,0,0,0.860964464,319.3995361,322.1056519,11.99870396,30.56877318,0
24:39.0,24:39.0,130.024897,14.638421,121.074697,5.158595307,55.82452478,2.685783218,142.7029245,0,0,0.860964464,320.4863892,323.1925049,12.01014996,25.83678176,0
24:40.0,24:40.0,131.024895,14.638421,121.074697,5.164668857,55.82452478,2.674085381,142.7029245,0,0,0.860964464,319.4518433,322.157959,12.01871777,27.3846581,0
24:41.0,24:41.0,132.0242749,14.638421,121.074697,5.174201946,55.82452478,2.655592449,142.7029245,0,0,0.860964464,319.4518433,322.157959,12.01871777,27.3846581,0
24:42.0,24:42.0,133.024894,14.638421,121.074697,5.175994547,55.82452478,2.652096808,142.7029245,0,0,0.860964464,319.4518433,322.157959,12.01871777,27.3846581,0
24:43.0,24:43.0,134.0248539,14.638421,121.074697,5.180943323,55.82452478,2.642416189,142.7029245,0,0,0.860964464,319.4518433,322.157959,12.01871777,9.939999748,0
24:44.0,24:44.0,135.024886,14.638421,121.074697,5.193834249,55.82452478,2.616987358,142.7029245,0,0,0.860964464,318.4381409,321.1442566,12.04769421,8.71400301,0
24:45.0,24:45.0,136.024913,14.638421,121.074697,5.197439982,55.82452478,2.609818895,142.7029245,0,0,0.860964464,318.4381409,321.1442566,12.04769421,0.615740533,0
24:46.0,24:46.0,137.024907,14.638421,121.074697,5.209349452,55.82452478,2.585965065,142.7029245,0,0,0.860964464,324.5677795,327.2738953,12.06521416,0,0
24:47.0,24:47.0,138.024863,14.63843,121.074691,5.21868535,55.80886464,2.567072312,143.9364479,0.051098644,0,0.860961779,332.192749,334.8988647,12.07697201,-42.59452997,0
24:48.0,24:48.0,139.025008,14.63843,121.074699,5.205825687,55.84426363,2.593051474,144.8031112,0.05786518,0.017032881,0.860965394,359.9171753,2.623303652,13.70845032,-48.6902876,0
24:49.0,24:49.0,140.024814,14.638434,121.074717,5.139531699,55.93069989,2.722085771,146.8380663,0.136635212,0.017032881,0.860973748,9.019376755,11.72549438,13.69666481,3041.511593,0
24:50.0,24:50.0,141.0249799,14.638433,121.074738,5.080282899,55.84424574,2.831123928,149.0187917,0.113953218,0.017032881,0.860982839,8.756052017,11.46216965,13.66974735,171.8543979,0
24:51.0,24:51.0,142.024991,14.638431,121.074744,5.052204905,55.90594339,2.880930861,149.7535303,0.011566033,0.017032881,0.860985809,55.5306282,58.23674774,13.66815281,145.2386552,0
24:52.0,24:52.0,143.025035,14.63843,121.074747,5.041537218,56.03390923,2.899558502,150.0144392,0.065156543,0.017032881,0.860986846,10.34841537,13.054533,13.65152264,105.8031516,0
24:53.0,24:53.0,144.024876,14.638429,121.074742,4.995786045,55.955594,2.977693541,150.4780048,0.112687454,1.025070463,0.860985004,19.971632,22.67774963,13.63916111,75.11574302,0
24:54.0,24:54.0,145.0249521,14.638431,121.074743,4.979339542,55.95613583,3.005114766,150.6979594,0.039400431,1.025070463,0.860985409,18.94072533,21.64684296,13.63585854,56.85395046,0
