Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio,Heart Rate (bpm)
27:49.0,27:49.0,320.024509,14.638732,121.074787,5.02242732,56.47748854,2.932534884,233.2640049,0,0.291041054,309.6690541,346.1124878,348.8186035,13.54104424,15.4546203,0
27:50.0,27:50.0,321.02389,14.638735,121.074801,5.014949772,55.952233,2.945304029,234.7935826,0.047897138,0.291041054,307.0173021,342.7695923,345.475708,13.55099964,19.44356177,0
27:51.0,27:51.0,322.024572,14.638735,121.0748,5.019700756,56.11998295,2.937199576,234.8775803,0,0.291041054,307.017302,343.8230896,346.5292053,13.55528641,52.13597545,0
27:52.0,27:52.0,323.024516,14.638749,121.074801,5.027437054,56.20817648,2.923938047,236.3703862,0,0.291041054,336.2200066,342.8174744,345.5235901,13.56702995,-336.4799313,0
27:53.0,27:53.0,324.0246561,14.638749,121.074801,5.0239633,56.20817648,2.929902693,236.3703862,0,0.341993651,336.2200066,341.8053589,344.5114746,13.57368565,-69.61519931,0
27:54.0,27:54.0,325.0245399,14.638778,121.074798,5.033174631,56.0918111,2.914050474,239.5691546,1.15450922,0.341993651,355.6573725,341.8053589,344.5114746,13.57368565,-315.0765245,0
27:55.0,27:55.0,326.027608,14.638796,121.074796,5.04533188,55.75175496,2.892950615,241.6197595,1.529881651,0.341993651,355.7005816,341.8053589,344.5114746,13.57368565,-295.5958118,0
27:56.0,27:56.0,327.024138,14.63882,121.074794,5.049152122,56.22699651,2.88627786,244.3155339,1.874962734,0.341993651,358.5441256,341.8053589,344.5114746,13.57368565,-82.89416812,0
27:57.0,27:57.0,328.024039,14.638838,121.074789,5.060265356,55.9596723,2.866749302,246.3914123,1.729324024,0.341993651,357.2376111,340.7448425,343.4509583,13.62387943,-90.15035801,0
27:58.0,27:58.0,329.024422,14.638854,121.074791,5.066947677,55.95439506,2.854921762,248.1136136,1.643171214,2.038101197,356.614716,340.7448425,343.4509583,13.62387943,-71.87309615,0
27:59.0,27:59.0,330.032205,14.638872,121.074785,5.070161919,56.24632901,2.849209566,250.1600345,1.728011949,2.038101197,354.4670825,340.9052124,343.6113281,13.65072918,-130.9469634,0
28:00.0,28:00.0,331.0241441,14.638887,121.074786,5.072074272,55.98870642,2.845803861,251.8449757,1.645844687,2.038101197,0.318165553,340.8363953,343.542511,13.6573391,-131.3290042,0
28:01.0,28:01.0,332.024488,14.638893,121.07478,5.072728069,55.81110488,2.844638284,252.8399061,1.153258218,2.038101197,354.5659225,339.8017578,342.5078735,13.65779495,-136.6188239,0
28:02.0,28:02.0,333.024637,14.638908,121.074769,5.053106964,55.84928567,2.879348371,254.7985633,0.967833714,2.038101197,337.8498899,339.8017578,342.5078735,13.65779495,-69.08099794,0
28:03.0,28:03.0,334.024498,14.638918,121.074769,5.05552171,55.8765739,2.875106479,255.8823947,0.807857674,1.512766407,349.3206197,347.415863,350.1219788,13.67774296,-43.53976072,0
28:04.0,28:04.0,335.02477,14.638917,121.074774,5.054052645,55.89150007,2.877688115,256.4543283,0.42877638,1.512766407,2.81654754,347.2173157,349.9234314,13.68654919,-36.83388595,0
28:05.0,28:05.0,336.023687,14.638922,121.074768,5.056663911,55.94000407,2.87309713,257.3406157,0.240424395,1.512766407,2.651580589,346.0055237,348.7116394,13.69239235,-37.00164766,0
28:06.0,28:06.0,337.0244941,14.638928,121.074765,5.023578654,56.03119076,2.930562154,258.1143234,0.222589906,1.512766407,2.651579817,346.0055237,348.7116394,13.69239235,-58.13390686,0
28:07.0,28:07.0,338.024479,14.638934,121.074763,5.013903093,56.26910566,2.947085477,258.7346872,0,1.512766407,2.651579236,344.9941101,347.7002258,13.69970131,-97.6593411,0
28:08.0,28:08.0,339.0244859,14.638935,121.074761,5.009816487,56.3272131,2.954027047,258.9330551,0,0.580468332,2.651578906,344.9493713,347.6554871,13.71628761,-1688.319519,0
28:09.0,28:09.0,340.024614,14.638941,121.074756,5.034128322,56.380146,2.912402629,259.8091156,0.16672133,0.580468332,2.651577399,344.9493713,347.6554871,13.71628761,665.9809102,0
28:10.0,28:10.0,341.024435,14.63894,121.074756,5.013676942,56.39215077,2.947470195,259.8653363,0,0.580468332,2.651577406,344.9493713,347.6554871,13.71628761,116.883726,0
28:11.0,28:11.0,342.0244991,14.63894,121.074756,5.000008387,56.39215077,2.970598116,259.8653363,0,0.580468332,2.651577406,343.7107849,346.4169006,13.7400198,44.52267785,0
28:12.0,28:12.0,343.023594,14.638942,121.074752,5.002581395,56.5657202,2.966263039,260.3655711,0.039832889,0.580468332,2.651576348,341.5817566,344.2878723,13.74691772,38.32439222,0
28:13.0,28:13.0,344.02443,14.638942,121.074748,5.01770799,56.55756736,2.940602584,260.720332,0,0.01327763,2.651575482,341.5881348,344.2942505,13.75172234,26.7924411,0
28:14.0,28:14.0,345.029713,14.638942,121.074748,5.023314205,56.55756736,2.931015426,260.720332,0,0.01327763,2.651575482,343.8626404,346.5687561,13.75998783,23.0511361,0
28:15.0,28:15.0,346.025252,14.638943,121.074753,5.009799893,56.47395203,2.954055189,261.1981046,0.03739387,0.01327763,2.65157662,346.2337646,348.9398804,13.7752943,18.45455547,0
28:16.0,28:16.0,347.024428,14.638948,121.074754,5.01388306,56.39884188,2.947119559,261.7775336,0,0.01327763,2.651576935,345.2116394,347.9177551,13.77810097,19.15676242,0
28:17.0,28:17.0,348.024421,14.638948,121.074754,4.997958917,56.39884188,2.974045005,261.7775336,0,0.01327763,2.651576935,345.2116394,347.9177551,13.77810097,15.12541096,0
28:18.0,28:18.0,349.0245219,14.638948,121.074754,4.993545259,56.39884188,2.981449777,261.7775336,0,0.162391575,2.651576935,345.1961365,347.9022522,13.7859745,10.89984199,0
28:19.0,28:19.0,350.0245301,14.638948,121.074754,4.996871074,56.39884188,2.975872393,261.7775336,0,0.162391575,2.651576935,345.1961365,347.9022522,13.7859745,9.62279421,0
28:20.0,28:20.0,351.024479,14.638948,121.074754,5.002905177,56.39884188,2.965716915,261.7775336,0,0.162391575,2.651576935,345.1961365,347.9022522,13.7859745,8.428976927,0
28:21.0,28:21.0,352.024532,14.638948,121.074754,5.002747381,56.39884188,2.965983087,261.7775336,0,0.162391575,2.651576935,345.1961365,347.9022522,13.7859745,7.383283387,0
28:22.0,28:22.0,353.0245219,14.638948,121.074754,5.018848115,56.39884188,2.938656262,261.7775336,0,0.162391575,2.651576935,345.1961365,347.9022522,13.7859745,6.843851137,0
28:23.0,28:23.0,354.024456,14.638948,121.074754,5.023032952,56.39884188,2.931497398,261.7775336,0,0,2.651576935,345.1961365,347.9022522,13.7859745,8.924085777,0
28:24.0,28:24.0,355.024479,14.638948,121.074754,5.024439492,56.39884188,2.929086005,261.7775336,0,0,2.651576935,347.4019165,350.1080322,13.83117199,10.37800808,0
28:25.0,28:25.0,356.024467,14.638926,121.074786,5.046647005,55.91263202,2.890655815,266.0005447,0.052452951,0,2.651585407,345.3249817,348.0310974,13.83730221,83.63878646,0
28:26.0,28:26.0,357.024784,14.638925,121.074789,5.036343215,55.99590298,2.908570792,266.3385686,0.023428014,0,2.65158612,344.2549438,346.9610596,13.84810448,-49.89720421,0
28:27.0,28:27.0,358.025239,14.638924,121.074787,5.021287583,56.06844607,2.934485993,266.525056,0,0,2.651585705,345.3037415,348.0098572,13.85307693,-21.56001358,0
28:28.0,28:28.0,359.024398,14.638924,121.074787,5.028847783,56.06844607,2.921511083,266.525056,0,1.296636032,2.651585705,345.3037415,348.0098572,13.85307693,-12.68292517,0
28:29.0,28:29.0,360.024498,14.638924,121.074787,5.028008265,56.06844607,2.922955683,266.525056,0,1.296636032,2.651585705,345.3037415,348.0098572,13.85307693,-12.59484145,0
28:30.0,28:30.0,361.024446,14.638924,121.074787,5.020565743,56.06844607,2.935720807,266.525056,0,1.296636032,2.651585705,345.3037415,348.0098572,13.85307693,-10.83068334,0
28:31.0,28:31.0,362.024197,14.638924,121.074787,5.036726651,56.06844607,2.907906751,266.525056,0,1.296636032,2.651585705,345.3037415,348.0098572,13.85307693,-10.29274243,0
28:32.0,28:32.0,363.024262,14.638924,121.074787,5.033603476,56.06844607,2.913309644,266.525056,0,1.296636032,2.651585705,345.3037415,348.0098572,13.85307693,-11.62636667,0
28:33.0,28:33.0,364.024433,14.638935,121.074788,5.022218879,56.25586617,2.932891844,267.7021129,0,0,2.65158599,342.1477051,344.8538208,13.90115166,-16.66864667,0
28:34.0,28:34.0,365.024582,14.638945,121.074785,5.025346902,56.24433808,2.927528915,268.8675145,0.538540255,0,2.651585084,322.6746216,325.3807373,13.88010979,-26.46281032,0
28:35.0,28:35.0,366.0245709,14.638948,121.074784,5.012130317,56.21177857,2.950099442,269.239813,0.312937855,0,2.65158488,327.7330627,330.4391785,13.84480572,-35.6549103,0
28:36.0,28:36.0,367.02389,14.638959,121.074782,5.002212828,56.19600626,2.966884537,270.5270441,0.579278225,0,358.2816687,328.0184326,330.7245483,13.77799511,-54.17174733,0
28:37.0,28:37.0,368.023784,14.638972,121.074783,5.002174591,56.20802425,2.966949005,271.9014881,0.818411329,0,356.8405223,329.0580444,331.7641602,13.77142429,-55.78932962,0
28:38.0,28:38.0,369.024447,14.638984,121.074776,5.05482998,56.43354628,2.876322462,273.429427,1.011452365,0.97286744,349.6089353,331.1600342,333.8661499,13.77232265,-60.19404644,0
28:39.0,28:39.0,370.0256391,14.638971,121.074783,5.049048791,56.24463179,2.886458616,275.0302473,0.080583549,0.97286744,349.7289099,332.1742554,334.8803711,13.77672195,-110.7626914,0
28:40.0,28:40.0,371.025665,14.638971,121.074783,5.044002762,56.24284838,2.895267374,275.0700899,0,0.97286744,349.7289099,332.1742554,334.8803711,13.77672195,-87.67834432,0
28:41.0,28:41.0,372.025563,14.638971,121.074783,5.043553549,56.24284838,2.896049833,275.0700899,0,0.97286744,349.7289099,332.1742554,334.8803711,13.77672195,124.3153169,0
28:42.0,28:42.0,373.024436,14.638971,121.074783,5.039615118,56.24284838,2.902897948,275.0700899,0,0.97286744,349.7289099,332.1742554,334.8803711,13.77672195,60.61000083,0
28:43.0,28:43.0,374.024477,14.638971,121.074783,5.025990451,56.24284838,2.92642393,275.0700899,0,0.27316732,349.7289099,332.1742554,334.8803711,13.77672195,34.10900294,0
28:44.0,28:44.0,375.024403,14.638971,121.074783,5.028789432,56.24284838,2.921611521,275.0700899,0,0.27316732,349.7289099,332.1742554,334.8803711,13.77672195,43.0299622,0
28:45.0,28:45.0,376.0243959,14.638971,121.074783,5.027041274,56.24284838,2.924618447,275.0700899,0,0.27316732,349.7289099,332.1742554,334.8803711,13.77672195,48.9961034,0
28:46.0,28:46.0,377.023508,14.638971,121.074783,5.016353629,56.24284838,2.942912385,275.0700899,0,0.27316732,349.7289099,332.1742554,334.8803711,13.77672195,48.9961034,0
28:47.0,28:47.0,378.024446,14.638971,121.074783,5.01344219,56.24284838,2.947869474,275.0700899,0,0.27316732,349.7289099,332.1742554,334.8803711,13.77672195,48.9961034,0
28:48.0,28:48.0,379.0235029,14.638971,121.074783,5.006215581,56.24284838,2.960125434,275.0700899,0,0,349.7289099,332.1742554,334.8803711,13.77672195,42.24701409,0
28:49.0,28:49.0,380.023479,14.638971,121.074783,4.998542182,56.24284838,2.973064595,275.0700899,0,0,349.7289099,332.1742554,334.8803711,13.77672195,55.41529312,0
28:50.0,28:50.0,381.024395,14.638971,121.074783,4.993234806,56.24284838,2.981969686,275.0700899,0,0,349.7289099,332.1742554,334.8803711,13.77672195,109.3895975,0
28:51.0,28:51.0,382.0244,14.638971,121.074783,4.991161539,56.24284838,2.985438582,275.0700899,0,0,349.7289099,332.1742554,334.8803711,13.77672195,822.8998797,0
28:52.0,28:52.0,383.024459,14.638971,121.074783,4.993933002,56.24284838,2.980800262,275.0700899,0,0,349.7289099,332.1742554,334.8803711,13.77672195,124.38534,0
28:53.0,28:53.0,384.024382,14.638971,121.074783,4.994068504,56.24284838,2.980573235,275.0700899,0,0,349.7289099,332.1742554,334.8803711,13.77672195,43.6593952,0
28:54.0,28:54.0,385.0243829,14.638971,121.074783,4.997789812,56.24284838,2.974329172,275.0700899,0,0,349.7289099,332.1742554,334.8803711,13.77672195,-1.09626836,0
28:55.0,28:55.0,386.024196,14.638973,121.074827,5.006798694,56.11931831,2.959139042,279.8087939,0,0,349.7289191,332.1742554,334.8803711,13.77672195,-90.1710458,0
28:56.0,28:56.0,387.025824,14.638973,121.074827,5.002037918,56.11931831,2.967179417,279.8087939,0,0,349.7289191,332.1742554,334.8803711,13.77672195,-44.98607501,0
28:57.0,28:57.0,388.024492,14.638973,121.074827,5.014330986,56.11931831,2.946357377,279.8087939,0,0,349.7289191,332.1742554,334.8803711,13.77672195,-57.12871056,0
28:58.0,28:58.0,389.0244139,14.639011,121.07482,5.044682165,56.26076964,2.894083428,284.1343016,1.640919424,1.382125106,354.0909556,333.1768494,335.8829651,13.91278362,-73.37655582,0
28:59.0,28:59.0,390.029753,14.63903,121.074818,5.034079592,56.07886701,2.912486858,286.194756,1.76892843,1.382125106,355.1192444,335.2365723,337.942688,13.9179039,-145.6496385,0
29:00.0,29:00.0,391.029031,14.639048,121.074817,5.038331006,56.01057808,2.905126109,288.1377146,1.924065151,1.382125106,358.6608187,335.2365723,337.942688,13.9179039,-145.416539,0
29:01.0,29:01.0,392.028096,14.63906,121.074808,5.060267047,56.10466819,2.866746316,289.8606075,1.716783377,1.382125106,354.3674372,334.1965637,336.9026794,13.9316473,-117.2825381,0
29:02.0,29:02.0,393.026587,14.639067,121.074802,5.086270659,56.2030521,2.820352427,290.8915516,1.132050187,1.382125106,352.9870753,334.1965637,336.9026794,13.9316473,-88.81278799,0
29:03.0,29:03.0,394.026148,14.639065,121.074797,5.10534164,56.46918236,2.785681923,291.434534,0.465240773,1.715648923,344.7025914,334.3894348,337.0955505,13.93348408,-119.6678047,0
29:04.0,29:04.0,395.024595,14.639064,121.074802,5.122892996,56.23003807,2.753271579,291.9639818,0.217877958,1.715648923,344.7530443,336.5303955,339.2365112,13.94107914,1048.06257,0
29:05.0,29:05.0,396.024366,14.639066,121.074795,5.174327191,56.34983705,2.655348405,292.7467049,0,1.715648923,344.7530433,336.5303955,339.2365112,13.94107914,305.2474936,0
29:06.0,29:06.0,397.027518,14.639066,121.074795,5.160212866,56.34983705,2.682674078,292.7467049,0,1.715648923,344.7530433,336.7252197,339.4313354,13.95074749,165.4533726,0
29:07.0,29:07.0,398.026794,14.639063,121.074784,5.15541812,56.28885825,2.691876862,294.0375603,0.017048308,1.715648923,344.7530419,350.379364,353.0854797,13.96417332,282.8615359,0
29:08.0,29:08.0,399.0243829,14.639064,121.074782,5.21716661,56.32621262,2.570157504,294.2341014,0.095059743,0.082470018,344.7530417,350.7092285,353.4153442,13.89397717,221.1340996,0
29:09.0,29:09.0,400.023435,14.63906,121.074783,5.169497778,56.21040848,2.664738216,294.7249456,0.23297742,0.082470018,344.7530419,350.6905518,353.3966675,13.85818577,249.4663899,0
29:10.0,29:10.0,401.024406,14.639061,121.074778,5.191662159,56.03484509,2.621293775,295.2559583,0.583186409,0.082470018,343.0008813,350.6905518,353.3966675,13.85818577,478.0716425,0
29:11.0,29:11.0,402.026632,14.639065,121.074771,5.219702258,55.88183253,2.565003972,296.1673557,0.909740316,0.082470018,343.1455287,350.6905518,353.3966675,13.85818577,-1462.81159,0
29:12.0,29:12.0,403.026507,14.639075,121.074769,5.220710693,56.00324998,2.562950818,297.2415668,1.13713283,0.082470018,346.2528068,350.6905518,353.3966675,13.85818577,-147.5690796,0
29:13.0,29:13.0,404.025596,14.639086,121.074768,5.237433329,56.00293248,2.528602213,298.49244,1.129504327,0.642841596,348.7844554,349.5257568,352.2318726,13.71958733,-98.3372799,0
29:14.0,29:14.0,405.026381,14.639097,121.074768,5.25391509,56.05944279,2.494175868,299.6726082,1.167375689,0.642841596,349.3856121,351.9696045,354.6757202,13.67998409,-66.13368389,0
29:15.0,29:15.0,406.028846,14.639108,121.074764,5.268109497,55.89410568,2.464053441,300.9552347,1.158851638,0.642841596,352.4263986,349.933136,352.6392517,13.65143108,-97.76165007,0
29:16.0,29:16.0,407.027843,14.639113,121.074763,5.245184339,56.02271178,2.512484485,301.5777265,0.844359328,0.642841596,355.6534353,349.9325867,352.6387024,13.6293478,-89.2769668,0
29:17.0,29:17.0,408.024332,14.63912,121.07477,5.203800482,55.93432485,2.597113315,302.5923397,0.719387068,0.642841596,358.9070591,349.9325867,352.6387024,13.6293478,-161.1286532,0
29:18.0,29:18.0,409.026346,14.63913,121.074778,5.164307314,55.83541965,2.674783543,303.9587748,0.813561929,0.971336242,3.381514604,349.9325867,352.6387024,13.6293478,-80.42863164,0
29:19.0,29:19.0,410.02985,14.639133,121.074795,5.114079792,55.67550621,2.769607357,305.8526335,0.513765266,0.971336242,7.143043283,348.8629456,351.5690613,13.65452099,-42.3242515,0
29:20.0,29:20.0,411.031558,14.639136,121.074801,5.095710728,55.68895101,2.803260461,306.627727,0.450694332,0.971336242,8.783518899,347.8457947,350.5519104,13.646595,-28.58094925,0
29:21.0,29:21.0,412.027478,14.639143,121.074805,5.093662992,55.55859315,2.806979579,307.5125599,0.503289813,0.971336242,7.824130723,349.9383545,352.6444702,13.65080643,-23.95523995,0
29:22.0,29:22.0,413.024425,14.639141,121.074809,5.09763042,55.52703047,2.79976805,308.0157014,0.078152376,0.971336242,9.158187894,352.5664978,355.2726135,13.66503525,-20.89760396,0
29:23.0,29:23.0,414.024325,14.639141,121.074815,5.084662991,55.52924785,2.823249777,308.6043875,0.034272612,0.869863187,9.158189913,352.7950439,355.5011597,13.67670536,-19.4723043,0
29:24.0,29:24.0,415.0297869,14.639143,121.074821,5.045062529,55.51510741,2.893420313,309.359739,0.053873565,0.869863187,9.158192481,352.8770447,355.5831604,13.69040871,-18.68242525,0
29:25.0,29:25.0,416.027721,14.639143,121.074829,5.012117213,55.56802182,2.950121705,310.1733683,0,0.869863187,9.158195298,350.5369263,353.243042,13.69728088,-19.85375837,0
29:26.0,29:26.0,417.024453,14.639143,121.07483,5.015926773,55.59647665,2.943639863,310.2431958,0,0.869863187,9.158195541,350.5369263,353.243042,13.69728088,-21.55467051,0
29:27.0,29:27.0,418.027418,14.639143,121.07483,5.00162678,55.59647665,2.9678724,310.2431958,0,0.869863187,9.158195541,350.5369263,353.243042,13.69728088,-26.94674959,0
29:28.0,29:28.0,419.026204,14.639143,121.07483,4.997373748,55.59647665,2.975028177,310.2431958,0,0.408439122,9.158195541,350.5369263,353.243042,13.69728088,-30.41735358,0
29:29.0,29:29.0,420.024359,14.639143,121.07483,4.995728642,55.59647665,2.977789847,310.2431958,0,0.408439122,9.158195541,350.5369263,353.243042,13.69728088,-28.86600632,0
29:30.0,29:30.0,421.0243061,14.639143,121.07483,4.988066568,55.59647665,2.990606785,310.2431958,0,0.408439122,9.158195541,350.5369263,353.243042,13.69728088,-21.83355722,0
29:31.0,29:31.0,422.024161,14.639143,121.07483,4.984646213,55.59647665,2.996304251,310.2431958,0,0.408439122,9.158195541,350.5369263,353.243042,13.69728088,-22.27529705,0
29:32.0,29:32.0,423.024367,14.639145,121.074839,4.976501703,55.65059952,3.009811926,311.2174191,0.01360866,0.408439122,9.158198879,350.5369263,353.243042,13.69728088,-21.80196949,0
29:33.0,29:33.0,424.0243191,14.639146,121.074838,4.971263867,55.7274206,3.018455333,311.4270646,0,0.00453622,9.158198454,350.5369263,353.243042,13.69728088,-22.23610845,0
29:34.0,29:34.0,425.024341,14.639146,121.074838,4.969252415,55.7274206,3.021765622,311.4270646,0,0.00453622,9.158198454,351.5841064,354.2902222,13.76602364,-20.44513535,0
29:35.0,29:35.0,426.024314,14.639146,121.074838,4.96421281,55.7274206,3.030037659,311.4270646,0,0.00453622,9.158198454,351.5841064,354.2902222,13.76602364,-42.37077355,0
29:36.0,29:36.0,427.0234751,14.63915,121.074838,4.972907634,55.54810515,3.015746458,311.7862101,0.129197315,0.00453622,9.158198683,351.5902405,354.2963562,13.80548668,-727.8395586,0
29:37.0,29:37.0,428.028957,14.639148,121.074842,4.9767198,55.65743964,3.00945129,312.2165633,0.061551082,0.00453622,9.158200136,351.6865234,354.3926392,13.81224442,157.737433,0
29:38.0,29:38.0,429.025668,14.639148,121.07484,4.972556004,55.52468172,3.016326213,312.4511922,0,0.132667806,9.158199351,351.6865234,354.3926392,13.81224442,72.86040628,0
29:39.0,29:39.0,430.024007,14.639149,121.074838,4.979150517,55.63243267,3.00542795,312.6965996,0.04782224,0.132667806,9.158198582,351.6865234,354.3926392,13.81224442,86.78063346,0
29:40.0,29:40.0,431.028371,14.639149,121.074839,4.974775344,55.7063449,3.012664487,312.8395262,0,0.132667806,9.158199082,351.6865234,354.3926392,13.81224442,32.89275178,0
29:41.0,29:41.0,432.024235,14.639149,121.074842,4.961468956,55.64299798,3.034528437,313.1648514,0.034849168,0.132667806,9.158200203,351.6865234,354.3926392,13.81224442,34.90875615,0
29:42.0,29:42.0,433.026219,14.639151,121.074844,4.963765422,55.72507644,3.030770507,313.3738625,0.031721261,0.132667806,9.158200661,351.6865234,354.3926392,13.81224442,31.08187686,0
29:43.0,29:43.0,434.028247,14.63915,121.074844,4.941501734,55.72669718,3.066936199,313.3863726,0,0.083617504,9.158200656,351.6865234,354.3926392,13.81224442,30.0836021,0
29:44.0,29:44.0,435.02386,14.63915,121.074844,4.924047665,55.72669718,3.094881521,313.3863726,0,0.083617504,9.158200656,351.6865234,354.3926392,13.81224442,30.88190023,0
29:45.0,29:45.0,436.028326,14.63915,121.074844,4.910961544,55.72669718,3.115604876,313.3863726,0,0.083617504,9.158200656,351.6865234,354.3926392,13.81224442,24.23789269,0
29:46.0,29:46.0,437.025764,14.63915,121.074844,4.908478425,55.72669718,3.11951544,313.3863726,0,0.083617504,9.158200656,351.6865234,354.3926392,13.81224442,24.13733683,0
29:47.0,29:47.0,438.0282741,14.63915,121.074844,4.911549131,55.72669718,3.114678502,313.3863726,0,0.083617504,9.158200656,351.6865234,354.3926392,13.81224442,16.65600297,0
29:48.0,29:48.0,439.0242209,14.639149,121.074844,4.928322301,55.45122601,3.088070001,313.5717633,0.099249736,0,9.158200947,351.6865234,354.3926392,13.81224442,19.11844284,0
29:49.0,29:49.0,440.027691,14.63915,121.074844,4.932639488,55.50393902,3.081169374,313.7021375,0.183003429,0,9.158200861,351.6865234,354.3926392,13.81224442,-97.67559282,0
29:50.0,29:50.0,441.026364,14.639149,121.074844,4.920712499,55.51445398,3.100181532,313.7824069,0,0,9.158200724,351.6865234,354.3926392,13.81224442,-16.68174093,0
29:51.0,29:51.0,442.028353,14.639149,121.074844,4.936929442,55.51445398,3.074290929,313.7824069,0,0,9.158200724,351.6865234,354.3926392,13.81224442,-8.403354865,0
29:52.0,29:52.0,443.025304,14.639179,121.074848,4.952525098,55.60291643,3.049103505,317.0766209,1.374514393,0,4.078801853,351.6865234,354.3926392,13.81224442,-31.01508721,0
29:53.0,29:53.0,444.023701,14.639192,121.074851,4.966986366,55.51549116,3.025488964,318.5358825,1.487321513,0.640863232,5.764097077,351.6865234,354.3926392,13.81224442,-60.61636063,0
29:54.0,29:54.0,445.026738,14.639203,121.074851,4.96090581,55.49557775,3.03544899,319.7753088,1.324927145,0.640863232,4.432127442,351.6865234,354.3926392,13.81224442,-218.1086015,0
29:55.0,29:55.0,446.028299,14.63921,121.074852,4.978481019,55.50126355,3.006536841,320.5646055,1.122942523,0.640863232,3.481822243,351.6865234,354.3926392,13.81224442,-115.5476445,0
29:56.0,29:56.0,447.025376,14.639223,121.074849,4.996483133,55.54474415,2.976523699,321.9649112,1.376663228,0.640863232,358.4030518,351.6865234,354.3926392,13.81224442,-75.18702121,0
29:57.0,29:57.0,448.028301,14.639236,121.074846,4.990536914,55.61792705,2.986482604,323.4957906,1.394482139,0.640863232,359.8682572,351.6865234,354.3926392,13.81224442,-68.98334433,0
29:58.0,29:58.0,449.026608,14.639242,121.074851,4.988340911,55.6509782,2.990149157,324.2970139,0.903880108,1.188148111,5.748718749,351.6865234,354.3926392,13.81224442,-79.73972008,0
29:59.0,29:59.0,450.02834,14.639246,121.074852,4.984296586,55.82789021,2.996885813,324.8288996,0.724035483,1.188148111,10.5189815,351.6865234,354.3926392,13.81224442,-122.1091086,0
30:00.0,30:00.0,451.024206,14.639253,121.074857,4.964134616,55.70820894,3.030165763,325.7338074,0.701707216,1.188148111,10.47691102,351.6865234,354.3926392,13.81224442,-453.5310846,0
30:01.0,30:01.0,452.028275,14.63926,121.074857,4.948900301,55.78785335,3.05498328,326.4977059,0.638293095,1.188148111,5.433774784,351.6865234,354.3926392,13.81224442,5630.551045,0
30:02.0,30:02.0,453.023253,14.639264,121.074855,4.961134059,55.71386424,3.035075927,326.918621,0.435709772,1.188148111,3.931601881,351.6865234,354.3926392,13.81224442,282.1942923,0
30:03.0,30:03.0,454.023617,14.639269,121.074854,4.976480623,55.7359747,3.00984678,327.5096165,0.466144249,0.695663032,355.6057283,335.2002563,337.9063721,13.79832649,1401.493243,0
30:04.0,30:04.0,455.024251,14.639266,121.074856,4.976653573,55.75614925,3.009560806,327.9134625,0.206201261,0.695663032,354.1179541,337.1801453,339.886261,13.80515003,128.0023027,0
30:05.0,30:05.0,456.024254,14.639263,121.07486,4.976168094,55.65227001,3.010363456,328.438163,0.075950739,0.695663032,354.1179551,340.3687744,343.0748901,13.80267906,83.88683089,0
30:06.0,30:06.0,457.024223,14.639269,121.074857,4.975828479,55.79004707,3.010924771,329.0992798,0.457672549,0.695663032,354.1179544,336.9862671,339.6923828,13.79531479,68.09769447,0
30:07.0,30:07.0,458.024271,14.639279,121.074855,4.979553941,55.84960276,3.004759489,330.3030549,0.92185419,0.695663032,357.241715,338.0159302,340.7220459,13.79792404,59.61260317,0
30:08.0,30:08.0,459.0237809,14.639292,121.074848,4.979219166,56.39640671,3.005314215,331.8890857,1.102903569,0.612541918,353.2648478,330.1341858,332.8403015,13.81033421,60.68760138,0
30:09.0,30:09.0,460.024244,14.6393,121.074845,4.973389667,56.01035222,3.014951451,332.879412,0.996943667,0.612541918,355.030923,336.6271362,339.333252,13.81452084,28.01628467,0
30:10.0,30:10.0,461.0242209,14.639315,121.074842,4.97753244,55.91542247,3.008107019,334.5201568,1.326616693,0.612541918,356.6590136,335.537323,338.2434387,13.82094097,25.49151037,0
30:11.0,30:11.0,462.024137,14.639335,121.074842,4.980014588,55.71306423,3.003995962,336.7383813,1.723957061,0.612541918,0.288757749,338.0188904,340.7250061,13.82391548,24.48845844,0
30:12.0,30:12.0,463.024156,14.639348,121.074841,4.978992599,55.75662209,3.005689561,338.2249786,1.493326972,0.612541918,4.004316703,341.4087524,344.1148682,13.81313801,40.27106347,0
30:13.0,30:13.0,464.024151,14.639362,121.074838,4.993931786,55.66662432,2.9808023,339.7925273,1.48518259,1.685726854,359.9230922,333.8478394,336.5539551,13.82528877,64.45953067,0
30:14.0,30:14.0,465.024294,14.639379,121.074834,4.979251584,55.98222386,3.005260504,341.7314632,1.641861665,1.685726854,358.5232415,336.010437,338.7165527,13.83690643,157.1545727,0
30:15.0,30:15.0,466.024164,14.639391,121.074831,4.967554748,55.9025208,3.024555647,343.0232024,1.353131251,1.685726854,357.8587848,334.991394,337.6975098,13.84271049,168.035038,0
30:16.0,30:16.0,467.024359,14.639402,121.074825,4.987525903,55.68033578,2.991508381,344.4363178,1.256821428,1.685726854,356.6771941,333.9564514,336.6625671,13.84301662,147.7273449,0
30:17.0,30:17.0,468.023581,14.639413,121.074824,5.003009734,55.47053407,2.96554053,345.6854459,1.240916253,1.685726854,356.3876574,333.9564514,336.6625671,13.84301662,233.4879791,0
